"#","Date Time GMT+01:00","Low Range μS/cm (LGR S/N: 10274764 SEN S/N: 10274764)","High Range μS/cm (LGR S/N: 10274764 SEN S/N: 10274764)","Temp °C (LGR S/N: 10274764 SEN S/N: 10274764)","Batt V (LGR S/N: 10274764 SEN S/N: 10274764)","Coupler Detached (LGR S/N: 10274764)","Coupler Attached (LGR S/N: 10274764)","Host Connected (LGR S/N: 10274764)","Stopped (LGR S/N: 10274764)","End Of File (LGR S/N: 10274764)"
345,03/26/13 02:05:40 PM,15646.1,15745.4,19.53,3.60,,,,,
346,03/26/13 02:05:45 PM,15848.5,15917.9,19.52,3.60,,,,,
347,03/26/13 02:05:50 PM,15953.6,16040.5,19.52,3.60,,,,,
348,03/26/13 02:05:55 PM,15990.9,16075.5,19.53,3.60,,,,,
349,03/26/13 02:06:00 PM,16000.2,16089.7,19.52,3.60,,,,,
350,03/26/13 02:06:05 PM,16020.4,16096.2,19.52,3.60,,,,,
351,03/26/13 02:06:10 PM,16020.4,16098.8,19.52,3.60,,,,,
352,03/26/13 02:06:15 PM,16029.8,16103.9,19.52,3.60,,,,,
353,03/26/13 02:06:20 PM,16029.8,16107.8,19.52,3.60,,,,,
354,03/26/13 02:06:25 PM,16034.4,16106.5,19.52,3.60,,,,,
355,03/26/13 02:06:30 PM,16029.8,16098.8,19.52,3.60,,,,,
356,03/26/13 02:06:35 PM,16034.4,16096.2,19.52,3.60,,,,,
357,03/26/13 02:06:40 PM,16029.8,16106.5,19.52,3.60,,,,,
358,03/26/13 02:06:45 PM,16029.8,16105.2,19.52,3.60,,,,,
359,03/26/13 02:06:50 PM,16029.8,16101.3,19.52,3.60,,,,,
360,03/26/13 02:06:55 PM,16034.4,16105.2,19.52,3.60,,,,,
361,03/26/13 02:07:00 PM,16029.8,16100.1,19.52,3.60,,,,,
362,03/26/13 02:07:05 PM,16029.8,16098.8,19.52,3.60,,,,,
363,03/26/13 02:07:10 PM,16029.8,16094.9,19.52,3.60,,,,,
364,03/26/13 02:07:15 PM,16011.1,16098.8,19.52,3.60,,,,,
365,03/26/13 02:07:20 PM,16025.1,16092.3,19.52,3.60,,,,,
366,03/26/13 02:07:25 PM,15935.0,16006.9,19.52,3.60,,,,,
367,03/26/13 02:07:30 PM,15953.6,16031.5,19.52,3.60,,,,,
368,03/26/13 02:07:35 PM,15944.3,16025.0,19.52,3.60,,,,,
369,03/26/13 02:07:40 PM,15981.6,16050.9,19.52,3.60,,,,,
370,03/26/13 02:07:45 PM,15981.6,16057.4,19.52,3.60,,,,,
371,03/26/13 02:07:50 PM,16073.4,16132.4,19.52,3.60,,,,,
372,03/26/13 02:07:55 PM,16082.8,16153.2,19.52,3.60,,,,,
373,03/26/13 02:08:00 PM,16043.8,16115.6,19.52,3.60,,,,,
374,03/26/13 02:08:05 PM,16073.4,16136.3,19.53,3.60,,,,,
375,03/26/13 02:08:10 PM,16057.8,16137.6,19.52,3.60,,,,,
376,03/26/13 02:08:15 PM,16126.6,16186.9,19.52,3.60,,,,,
377,03/26/13 02:08:20 PM,16647.6,16688.8,19.49,3.60,,,,,
378,03/26/13 02:08:25 PM,16954.7,16996.5,19.49,3.60,,,,,
379,03/26/13 02:08:30 PM,31839.2,26983.8,19.50,3.60,,,,,
380,03/26/13 02:08:35 PM,31219.5,26618.0,19.50,3.60,,,,,
381,03/26/13 02:08:40 PM,22166.2,21520.1,19.49,3.60,,,,,
382,03/26/13 02:08:45 PM,32893.6,27860.9,19.49,3.60,,,,,
383,03/26/13 02:08:50 PM,32893.6,28553.8,19.47,3.60,,,,,
384,03/26/13 02:08:55 PM,32893.6,28753.2,19.47,3.60,,,,,
385,03/26/13 02:09:00 PM,32893.6,29091.8,19.47,3.60,,,,,
386,03/26/13 02:09:05 PM,32893.6,29229.2,19.47,3.60,,,,,
387,03/26/13 02:09:10 PM,32893.6,29190.2,19.49,3.60,,,,,
388,03/26/13 02:09:15 PM,32893.6,29474.0,19.50,3.60,,,,,
389,03/26/13 02:09:20 PM,32893.6,29474.0,19.50,3.60,,,,,
390,03/26/13 02:09:25 PM,32893.6,29436.9,19.50,3.60,,,,,
391,03/26/13 02:09:30 PM,32893.6,29373.4,19.50,3.60,,,,,
392,03/26/13 02:09:35 PM,32893.6,29365.5,19.49,3.60,,,,,
393,03/26/13 02:09:40 PM,32893.6,29596.8,19.50,3.60,,,,,
394,03/26/13 02:09:45 PM,32893.6,29712.7,19.50,3.60,,,,,
395,03/26/13 02:09:50 PM,32893.6,29607.5,19.50,3.60,,,,,
396,03/26/13 02:09:55 PM,32893.6,29543.3,19.50,3.60,,,,,
397,03/26/13 02:10:00 PM,32893.6,29629.0,19.50,3.60,,,,,
398,03/26/13 02:10:05 PM,32893.6,29772.3,19.52,3.60,,,,,
399,03/26/13 02:10:10 PM,32893.6,29942.0,19.52,3.60,,,,,
400,03/26/13 02:10:15 PM,32893.6,30139.0,19.53,3.60,,,,,
401,03/26/13 02:10:20 PM,32893.6,30370.2,19.53,3.60,,,,,
402,03/26/13 02:10:25 PM,32893.6,30689.7,19.53,3.60,,,,,
403,03/26/13 02:10:30 PM,32893.6,31808.9,19.54,3.60,,,,,
404,03/26/13 02:10:35 PM,32893.6,31297.2,19.54,3.60,,,,,
405,03/26/13 02:10:40 PM,32893.6,32202.8,19.54,3.60,,,,,
406,03/26/13 02:10:45 PM,32893.6,33284.1,19.54,3.60,,,,,
407,03/26/13 02:10:50 PM,32893.6,32904.6,19.54,3.60,,,,,
408,03/26/13 02:10:55 PM,32893.6,32057.5,19.54,3.60,,,,,
409,03/26/13 02:11:00 PM,32893.6,34362.4,19.56,3.60,,,,,
410,03/26/13 02:11:05 PM,32893.6,33806.6,19.56,3.60,,,,,
411,03/26/13 02:11:10 PM,32893.6,33428.1,19.54,3.60,,,,,
412,03/26/13 02:11:15 PM,32893.6,33630.5,19.56,3.60,,,,,
413,03/26/13 02:11:20 PM,32893.6,33520.1,19.54,3.60,,,,,
414,03/26/13 02:11:25 PM,32893.6,33186.6,19.54,3.60,,,,,
415,03/26/13 02:11:30 PM,32893.6,33294.6,19.53,3.60,,,,,
416,03/26/13 02:11:35 PM,32893.6,33601.9,19.56,3.60,,,,,
417,03/26/13 02:11:40 PM,32893.6,33445.7,19.54,3.60,,,,,
418,03/26/13 02:11:45 PM,32893.6,33481.1,19.54,3.60,,,,,
419,03/26/13 02:11:50 PM,32893.6,33537.8,19.56,3.60,,,,,
420,03/26/13 02:11:55 PM,32893.6,33456.3,19.54,3.60,,,,,
421,03/26/13 02:12:00 PM,32893.6,33428.1,19.54,3.60,,,,,
422,03/26/13 02:12:05 PM,32893.6,33509.4,19.56,3.60,,,,,
423,03/26/13 02:12:10 PM,32893.6,33509.4,19.54,3.60,,,,,
424,03/26/13 02:12:15 PM,32893.6,33474.0,19.54,3.60,,,,,
425,03/26/13 02:12:20 PM,32893.6,33555.6,19.56,3.60,,,,,
426,03/26/13 02:12:25 PM,32893.6,33502.3,19.56,3.60,,,,,
427,03/26/13 02:12:30 PM,32893.6,33456.3,19.54,3.60,,,,,
428,03/26/13 02:12:35 PM,32893.6,32601.1,19.54,3.60,,,,,
429,03/26/13 02:12:40 PM,32893.6,34332.4,19.56,3.60,,,,,
430,03/26/13 02:12:45 PM,32893.6,33580.5,19.56,3.60,,,,,
431,03/26/13 02:12:50 PM,32893.6,34176.2,19.56,3.60,,,,,
432,03/26/13 02:12:55 PM,32893.6,33435.1,19.56,3.60,,,,,
433,03/26/13 02:13:00 PM,32893.6,33319.1,19.54,3.60,,,,,
434,03/26/13 02:13:05 PM,32893.6,35063.0,19.56,3.60,,,,,
435,03/26/13 02:13:10 PM,32893.6,35180.7,19.57,3.60,,,,,
436,03/26/13 02:13:15 PM,32893.6,35587.6,19.59,3.60,,,,,
437,03/26/13 02:13:20 PM,32893.6,35543.2,19.59,3.60,,,,,
438,03/26/13 02:13:25 PM,32893.6,35363.0,19.57,3.60,,,,,
439,03/26/13 02:13:30 PM,32893.6,35729.5,19.59,3.60,,,,,
440,03/26/13 02:13:35 PM,32893.6,35611.8,19.59,3.60,,,,,
441,03/26/13 02:13:40 PM,32893.6,35535.2,19.59,3.60,,,,,
442,03/26/13 02:13:45 PM,32893.6,35196.5,19.57,3.60,,,,,
443,03/26/13 02:13:50 PM,32893.6,34437.5,19.54,3.60,,,,,
444,03/26/13 02:13:55 PM,32893.6,34407.4,19.56,3.60,,,,,
445,03/26/13 02:14:00 PM,32893.6,33616.2,19.54,3.60,,,,,
446,03/26/13 02:14:05 PM,32893.6,31031.8,19.54,3.60,,,,,
447,03/26/13 02:14:10 PM,32893.6,29977.8,19.53,3.60,,,,,
448,03/26/13 02:14:15 PM,32893.6,29570.0,19.50,3.60,,,,,
449,03/26/13 02:14:20 PM,32893.6,30435.8,19.50,3.60,,,,,
450,03/26/13 02:14:25 PM,32893.6,32478.2,19.54,3.60,,,,,
451,03/26/13 02:14:30 PM,32893.6,33396.4,19.54,3.60,,,,,
452,03/26/13 02:14:35 PM,32893.6,32668.0,19.54,3.60,,,,,
453,03/26/13 02:14:40 PM,32893.6,32105.7,19.54,3.60,,,,,
454,03/26/13 02:14:45 PM,32893.6,33616.2,19.54,3.60,,,,,
455,03/26/13 02:14:50 PM,32893.6,34938.3,19.56,3.60,,,,,
456,03/26/13 02:14:55 PM,32893.6,35567.4,19.57,3.60,,,,,
457,03/26/13 02:15:00 PM,32893.6,35567.4,19.57,3.60,,,,,
458,03/26/13 02:15:05 PM,32893.6,35367.0,19.59,3.60,,,,,
459,03/26/13 02:15:10 PM,32893.6,35547.3,19.57,3.60,,,,,
460,03/26/13 02:15:15 PM,32893.6,35680.7,19.59,3.60,,,,,
461,03/26/13 02:15:20 PM,32893.6,35664.5,19.59,3.60,,,,,
462,03/26/13 02:15:25 PM,32893.6,35495.0,19.57,3.60,,,,,
463,03/26/13 02:15:30 PM,32893.6,35410.9,19.59,3.60,,,,,
464,03/26/13 02:15:35 PM,32893.6,33962.9,19.57,3.60,,,,,
465,03/26/13 02:15:40 PM,32893.6,32631.2,19.56,3.60,,,,,
466,03/26/13 02:15:45 PM,32893.6,30718.8,19.54,3.60,,,,,
467,03/26/13 02:15:50 PM,32893.6,30268.2,19.54,3.60,,,,,
468,03/26/13 02:15:55 PM,32893.6,29758.8,19.53,3.60,,,,,
469,03/26/13 02:16:00 PM,32893.6,29653.3,19.54,3.60,,,,,
470,03/26/13 02:16:05 PM,32893.6,29551.3,19.53,3.60,,,,,
471,03/26/13 02:16:10 PM,29385.2,25741.3,19.49,3.60,,,,,
472,03/26/13 02:16:15 PM,17013.8,17065.2,19.50,3.60,,,,,
473,03/26/13 02:16:20 PM,16530.3,16610.3,19.50,3.60,,,,,
474,03/26/13 02:16:25 PM,16048.5,16135.0,19.52,3.60,,,,,
475,03/26/13 02:16:30 PM,15688.9,15799.4,19.53,3.60,,,,,
476,03/26/13 02:16:35 PM,15606.5,15722.3,19.54,3.60,,,,,
477,03/26/13 02:16:40 PM,15533.7,15644.1,19.54,3.60,,,,,
478,03/26/13 02:16:45 PM,15456.6,15557.0,19.54,3.60,,,,,
479,03/26/13 02:16:50 PM,15228.8,15329.9,19.56,3.60,,,,,
480,03/26/13 02:16:55 PM,14951.1,15049.7,19.56,3.60,,,,,
481,03/26/13 02:17:00 PM,14737.0,14843.0,19.57,3.60,,,,,
482,03/26/13 02:17:05 PM,14647.4,14752.6,19.59,3.60,,,,,
483,03/26/13 02:17:10 PM,14587.1,14697.5,19.59,3.60,,,,,
484,03/26/13 02:17:15 PM,14435.6,14545.0,19.60,3.60,,,,,
485,03/26/13 02:17:20 PM,14442.7,14531.3,19.61,3.60,,,,,
486,03/26/13 02:17:25 PM,14404.3,14512.6,19.61,3.60,,,,,
487,03/26/13 02:17:30 PM,14366.0,14474.0,19.63,3.60,,,,,
488,03/26/13 02:17:35 PM,14316.5,14411.8,19.66,3.60,,,,,
489,03/26/13 02:17:40 PM,13421.6,13493.9,19.60,3.60,,,,,
490,03/26/13 02:17:45 PM,4663.8,4694.9,19.40,3.60,,,,,
491,03/26/13 02:17:50 PM,2598.1,2666.5,18.89,3.60,,,,,
492,03/26/13 02:17:55 PM,1870.1,1903.6,18.52,3.60,,,,,
493,03/26/13 02:18:00 PM,2975.2,3069.5,18.94,3.60,,,,,
494,03/26/13 02:18:05 PM,2929.8,3023.2,18.96,3.60,,,,,
495,03/26/13 02:18:10 PM,2810.1,2901.2,18.89,3.60,,,,,
496,03/26/13 02:18:15 PM,2580.1,2661.2,18.79,3.60,,,,,
497,03/26/13 02:18:20 PM,1509.0,1507.8,18.44,3.60,,,,,
498,03/26/13 02:18:25 PM,1135.4,1108.9,18.27,3.60,,,,,
499,03/26/13 02:18:30 PM,1132.1,1104.6,18.23,3.60,,,,,
500,03/26/13 02:18:35 PM,1132.1,1104.6,18.24,3.60,,,,,
501,03/26/13 02:18:40 PM,1132.1,1105.8,18.26,3.60,,,,,
502,03/26/13 02:18:45 PM,1132.1,1105.8,18.24,3.60,,,,,
503,03/26/13 02:18:50 PM,1132.1,1105.8,18.26,3.60,,,,,
504,03/26/13 02:18:55 PM,1133.2,1105.8,18.27,3.60,,,,,
505,03/26/13 02:19:00 PM,1133.7,1107.0,18.27,3.60,,,,,
506,03/26/13 02:19:05 PM,1152.6,1127.8,18.24,3.60,,,,,
507,03/26/13 02:19:10 PM,1318.6,1304.2,18.26,3.60,,,,,
508,03/26/13 02:19:15 PM,1152.0,1127.1,18.22,3.60,,,,,
509,03/26/13 02:19:20 PM,1172.5,1149.2,18.20,3.60,,,,,
510,03/26/13 02:19:25 PM,1136.5,1109.5,18.20,3.60,,,,,
511,03/26/13 02:19:30 PM,1131.0,1104.6,18.20,3.60,,,,,
512,03/26/13 02:19:35 PM,1131.0,1103.4,18.19,3.60,,,,,
513,03/26/13 02:19:40 PM,1131.0,1104.6,18.22,3.60,,,,,
514,03/26/13 02:19:45 PM,1131.0,1104.6,18.23,3.60,,,,,
515,03/26/13 02:19:50 PM,1131.5,1104.6,18.23,3.60,,,,,
516,03/26/13 02:19:55 PM,1131.0,1104.6,18.22,3.60,,,,,
517,03/26/13 02:20:00 PM,1131.5,1104.0,18.23,3.60,,,,,
518,03/26/13 02:20:05 PM,1131.0,1104.6,18.22,3.60,,,,,
519,03/26/13 02:20:10 PM,1131.0,1104.0,18.20,3.60,,,,,
520,03/26/13 02:20:15 PM,1130.4,1103.4,18.20,3.60,,,,,
521,03/26/13 02:20:20 PM,1130.4,1104.0,18.19,3.60,,,,,
522,03/26/13 02:20:25 PM,1130.4,1104.0,18.19,3.60,,,,,
523,03/26/13 02:20:30 PM,1130.4,1104.0,18.20,3.60,,,,,
524,03/26/13 02:20:35 PM,1130.4,1103.4,18.20,3.60,,,,,
525,03/26/13 02:20:40 PM,1131.0,1103.4,18.22,3.60,,,,,
526,03/26/13 02:20:45 PM,1131.0,1104.0,18.23,3.60,,,,,
527,03/26/13 02:20:50 PM,1130.4,1103.4,18.22,3.60,,,,,
528,03/26/13 02:20:55 PM,1130.4,1104.0,18.22,3.60,,,,,
529,03/26/13 02:21:00 PM,1131.0,1104.0,18.22,3.60,,,,,
530,03/26/13 02:21:05 PM,1131.0,1104.0,18.22,3.60,,,,,
531,03/26/13 02:21:10 PM,1130.4,1104.0,18.19,3.60,,,,,
532,03/26/13 02:21:15 PM,1130.4,1104.0,18.22,3.60,,,,,
533,03/26/13 02:21:20 PM,1130.4,1103.4,18.19,3.60,,,,,
534,03/26/13 02:21:25 PM,1130.4,1103.4,18.20,3.60,,,,,
535,03/26/13 02:21:30 PM,1130.4,1104.0,18.20,3.60,,,,,
536,03/26/13 02:21:35 PM,1130.4,1103.4,18.19,3.60,,,,,
537,03/26/13 02:21:40 PM,1130.4,1103.4,18.20,3.60,,,,,
538,03/26/13 02:21:45 PM,1130.4,1104.0,18.20,3.60,,,,,
539,03/26/13 02:21:50 PM,1131.0,1104.6,18.19,3.60,,,,,
540,03/26/13 02:21:55 PM,1132.1,1104.6,18.20,3.60,,,,,
541,03/26/13 02:22:00 PM,1132.1,1104.6,18.20,3.60,,,,,
542,03/26/13 02:22:05 PM,1132.1,1104.6,18.20,3.60,,,,,
543,03/26/13 02:22:10 PM,1132.1,1105.2,18.20,3.60,,,,,
544,03/26/13 02:22:15 PM,67.7,124.3,18.23,3.60,,,,,
545,03/26/13 02:22:20 PM,45.2,0.0,18.26,3.60,,,,,
546,03/26/13 02:22:25 PM,43.2,0.0,18.30,3.60,,,,,
547,03/26/13 02:22:30 PM,43.2,0.0,18.31,3.60,,,,,
548,03/26/13 02:22:35 PM,42.7,0.0,18.34,3.60,,,,,
549,03/26/13 02:22:40 PM,42.7,0.0,18.34,3.60,,,,,
550,03/26/13 02:22:45 PM,43.2,0.0,18.40,3.60,,,,,
551,03/26/13 02:22:50 PM,42.7,0.0,18.41,3.60,,,,,
552,03/26/13 02:22:55 PM,43.7,0.0,18.40,3.60,,,,,
553,03/26/13 02:23:00 PM,43.2,0.0,18.38,3.60,,,,,
554,03/26/13 02:23:05 PM,42.7,0.0,18.37,3.60,,,,,
555,03/26/13 02:23:10 PM,42.7,0.0,18.36,3.60,,,,,
556,03/26/13 02:23:15 PM,43.2,0.0,18.34,3.60,,,,,
557,03/26/13 02:23:20 PM,42.7,0.0,18.30,3.60,,,,,
558,03/26/13 02:23:25 PM,42.2,0.0,18.05,3.60,,,,,
559,03/26/13 02:23:30 PM,42.7,0.0,18.05,3.60,,,,,
560,03/26/13 02:23:35 PM,42.7,0.0,18.10,3.60,,,,,
561,03/26/13 02:23:40 PM,42.7,0.0,18.05,3.60,,,,,
562,03/26/13 02:23:45 PM,42.2,0.0,17.96,3.60,,,,,
563,03/26/13 02:23:50 PM,42.7,0.0,17.78,3.60,,,,,
564,03/26/13 02:23:55 PM,42.7,0.0,17.85,3.60,,,,,
565,03/26/13 02:24:00 PM,42.7,0.0,17.84,3.60,,,,,
566,03/26/13 02:24:05 PM,42.7,0.0,17.87,3.60,,,,,
567,03/26/13 02:24:10 PM,42.7,0.0,17.87,3.60,,,,,
568,03/26/13 02:24:15 PM,42.7,0.0,17.89,3.60,,,,,
569,03/26/13 02:24:20 PM,43.2,0.0,17.95,3.60,,,,,
570,03/26/13 02:24:25 PM,43.2,0.0,17.78,3.60,,,,,
571,03/26/13 02:24:30 PM,43.2,0.0,17.91,3.60,,,,,
572,03/26/13 02:24:35 PM,43.2,0.0,17.67,3.60,,,,,
573,03/26/13 02:24:40 PM,42.7,0.0,17.70,3.60,,,,,
574,03/26/13 02:24:45 PM,42.7,0.0,17.85,3.60,,,,,
575,03/26/13 02:24:50 PM,43.2,0.0,17.84,3.60,,,,,
576,03/26/13 02:24:55 PM,43.2,0.0,17.87,3.60,,,,,
577,03/26/13 02:25:00 PM,43.7,0.0,17.88,3.60,,,,,
578,03/26/13 02:25:05 PM,43.7,0.0,17.70,3.60,,,,,
579,03/26/13 02:25:10 PM,43.2,0.0,17.78,3.60,,,,,
580,03/26/13 02:25:15 PM,43.2,0.0,17.64,3.60,,,,,
581,03/26/13 02:25:20 PM,43.2,0.0,17.59,3.60,,,,,
582,03/26/13 02:25:25 PM,43.2,0.0,17.73,3.60,,,,,
583,03/26/13 02:25:30 PM,43.2,0.0,17.70,3.60,,,,,
584,03/26/13 02:25:35 PM,43.2,0.0,17.50,3.60,,,,,
585,03/26/13 02:25:40 PM,43.7,0.0,17.67,3.60,,,,,
586,03/26/13 02:25:45 PM,43.7,0.0,17.63,3.60,,,,,
587,03/26/13 02:25:50 PM,43.2,0.0,17.66,3.60,,,,,
588,03/26/13 02:25:55 PM,42.2,0.0,17.66,3.60,,,,,
589,03/26/13 02:26:00 PM,41.7,0.0,17.52,3.60,,,,,
590,03/26/13 02:26:05 PM,0.0,0.0,17.64,3.60,,,,,
591,03/26/13 02:26:10 PM,0.0,0.0,17.61,3.60,,,,,
592,03/26/13 02:26:15 PM,0.0,0.0,17.73,3.60,,,,,
593,03/26/13 02:26:20 PM,0.0,0.0,17.71,3.60,,,,,
594,03/26/13 02:26:25 PM,0.0,0.0,17.74,3.60,,,,,
595,03/26/13 02:26:30 PM,0.0,0.0,17.63,3.60,,,,,
596,03/26/13 02:26:35 PM,0.0,0.0,17.66,3.60,,,,,
597,03/26/13 02:26:40 PM,0.0,0.0,17.70,3.60,,,,,
598,03/26/13 02:26:45 PM,0.0,0.0,17.54,3.60,,,,,
599,03/26/13 02:26:50 PM,0.0,0.0,17.52,3.60,,,,,
600,03/26/13 02:26:55 PM,0.0,0.0,17.56,3.60,,,,,
601,03/26/13 02:27:00 PM,0.0,0.0,17.63,3.60,,,,,
602,03/26/13 02:27:05 PM,0.0,0.0,17.68,3.60,,,,,
603,03/26/13 02:27:10 PM,0.0,0.0,17.61,3.60,,,,,
604,03/26/13 02:27:15 PM,41.7,0.0,17.63,3.60,,,,,
605,03/26/13 02:27:20 PM,41.7,0.0,17.53,3.60,,,,,
606,03/26/13 02:27:25 PM,0.0,0.0,17.59,3.60,,,,,
607,03/26/13 02:27:30 PM,41.7,0.0,17.54,3.60,,,,,
608,03/26/13 02:27:35 PM,0.0,0.0,17.32,3.60,,,,,
609,03/26/13 02:27:40 PM,0.0,0.0,17.50,3.60,,,,,
610,03/26/13 02:27:45 PM,0.0,0.0,17.45,3.60,,,,,
611,03/26/13 02:27:50 PM,0.0,0.0,17.40,3.60,,,,,
612,03/26/13 02:27:55 PM,0.0,0.0,17.56,3.60,,,,,
613,03/26/13 02:28:00 PM,0.0,0.0,17.56,3.60,,,,,
614,03/26/13 02:28:05 PM,0.0,0.0,17.38,3.60,,,,,
615,03/26/13 02:28:10 PM,0.0,0.0,17.22,3.60,,,,,
616,03/26/13 02:28:15 PM,0.0,0.0,17.24,3.60,,,,,
617,03/26/13 02:28:20 PM,0.0,0.0,17.39,3.60,,,,,
618,03/26/13 02:28:25 PM,0.0,0.0,17.07,3.60,,,,,
619,03/26/13 02:28:30 PM,0.0,0.0,17.29,3.60,,,,,
620,03/26/13 02:28:35 PM,0.0,0.0,17.21,3.60,,,,,
621,03/26/13 02:28:40 PM,0.0,0.0,17.22,3.60,,,,,
622,03/26/13 02:28:45 PM,0.0,0.0,17.36,3.60,,,,,
623,03/26/13 02:28:50 PM,0.0,0.0,17.40,3.60,,,,,
624,03/26/13 02:28:55 PM,0.0,0.0,17.35,3.60,,,,,
625,03/26/13 02:29:00 PM,0.0,0.0,17.38,3.60,,,,,
626,03/26/13 02:29:05 PM,0.0,0.0,17.43,3.60,,,,,
627,03/26/13 02:29:10 PM,0.0,0.0,17.49,3.60,,,,,
628,03/26/13 02:29:15 PM,0.0,0.0,17.47,3.60,,,,,
629,03/26/13 02:29:20 PM,0.0,0.0,17.46,3.60,,,,,
630,03/26/13 02:29:25 PM,0.0,0.0,17.40,3.60,,,,,
631,03/26/13 02:29:30 PM,0.0,0.0,17.45,3.60,,,,,
632,03/26/13 02:29:35 PM,0.0,0.0,17.45,3.60,,,,,
633,03/26/13 02:29:40 PM,0.0,0.0,17.50,3.60,,,,,
634,03/26/13 02:29:45 PM,0.0,0.0,17.50,3.60,,,,,
635,03/26/13 02:29:50 PM,0.0,0.0,17.53,3.60,,,,,
636,03/26/13 02:29:55 PM,0.0,0.0,17.50,3.60,,,,,
637,03/26/13 02:30:00 PM,0.0,0.0,17.52,3.60,,,,,
638,03/26/13 02:30:05 PM,0.0,0.0,17.29,3.60,,,,,
639,03/26/13 02:30:10 PM,0.0,0.0,17.46,3.60,,,,,
640,03/26/13 02:30:15 PM,0.0,0.0,17.42,3.60,,,,,
641,03/26/13 02:30:20 PM,0.0,0.0,17.28,3.60,,,,,
642,03/26/13 02:30:25 PM,0.0,0.0,17.46,3.60,,,,,
643,03/26/13 02:30:30 PM,0.0,0.0,17.53,3.60,,,,,
644,03/26/13 02:30:35 PM,0.0,0.0,17.57,3.60,,,,,
645,03/26/13 02:30:40 PM,0.0,0.0,17.57,3.60,,,,,
646,03/26/13 02:30:45 PM,0.0,0.0,17.42,3.60,,,,,
647,03/26/13 02:30:50 PM,0.0,0.0,17.40,3.60,,,,,
648,03/26/13 02:30:55 PM,0.0,0.0,17.45,3.60,,,,,
649,03/26/13 02:31:00 PM,0.0,0.0,17.40,3.60,,,,,
650,03/26/13 02:31:05 PM,0.0,0.0,17.43,3.60,,,,,
651,03/26/13 02:31:10 PM,0.0,0.0,17.25,3.60,,,,,
652,03/26/13 02:31:15 PM,0.0,0.0,17.34,3.60,,,,,
653,03/26/13 02:31:20 PM,41.7,0.0,17.38,3.60,,,,,
654,03/26/13 02:31:25 PM,0.0,0.0,17.40,3.60,,,,,
655,03/26/13 02:31:30 PM,0.0,0.0,17.17,3.60,,,,,
656,03/26/13 02:31:35 PM,0.0,0.0,17.22,3.60,,,,,
657,03/26/13 02:31:40 PM,0.0,0.0,17.34,3.60,,,,,
658,03/26/13 02:31:45 PM,0.0,0.0,17.42,3.60,,,,,
659,03/26/13 02:31:50 PM,0.0,0.0,17.42,3.60,,,,,
660,03/26/13 02:31:55 PM,0.0,0.0,17.46,3.60,,,,,
661,03/26/13 02:32:00 PM,0.0,0.0,17.45,3.60,,,,,
662,03/26/13 02:32:05 PM,0.0,0.0,17.49,3.60,,,,,
663,03/26/13 02:32:10 PM,0.0,0.0,17.36,3.60,,,,,
664,03/26/13 02:32:15 PM,0.0,0.0,17.34,3.60,,,,,
665,03/26/13 02:32:20 PM,0.0,0.0,17.32,3.60,,,,,
666,03/26/13 02:32:25 PM,0.0,0.0,17.36,3.60,,,,,
667,03/26/13 02:32:30 PM,0.0,0.0,17.32,3.60,,,,,
668,03/26/13 02:32:35 PM,0.0,0.0,17.42,3.60,,,,,
669,03/26/13 02:32:40 PM,0.0,0.0,17.40,3.60,,,,,
670,03/26/13 02:32:45 PM,0.0,0.0,17.43,3.60,,,,,
671,03/26/13 02:32:50 PM,0.0,0.0,17.49,3.60,,,,,
672,03/26/13 02:32:55 PM,0.0,0.0,17.40,3.60,,,,,
673,03/26/13 02:33:00 PM,0.0,0.0,17.38,3.60,,,,,
674,03/26/13 02:33:05 PM,0.0,0.0,17.29,3.60,,,,,
675,03/26/13 02:33:10 PM,0.0,0.0,17.45,3.60,,,,,
676,03/26/13 02:33:15 PM,0.0,0.0,17.45,3.60,,,,,
677,03/26/13 02:33:20 PM,0.0,0.0,17.38,3.60,,,,,
678,03/26/13 02:33:25 PM,0.0,0.0,17.50,3.60,,,,,
679,03/26/13 02:33:30 PM,0.0,0.0,17.45,3.60,,,,,
680,03/26/13 02:33:35 PM,0.0,0.0,17.42,3.60,,,,,
681,03/26/13 02:33:40 PM,0.0,0.0,17.42,3.60,,,,,
682,03/26/13 02:33:45 PM,0.0,0.0,17.45,3.60,,,,,
683,03/26/13 02:33:50 PM,0.0,0.0,17.53,3.60,,,,,
684,03/26/13 02:33:55 PM,0.0,0.0,17.47,3.60,,,,,
685,03/26/13 02:34:00 PM,0.0,0.0,17.53,3.60,,,,,
686,03/26/13 02:34:05 PM,0.0,0.0,17.47,3.60,,,,,
687,03/26/13 02:34:10 PM,0.0,0.0,17.46,3.60,,,,,
688,03/26/13 02:34:15 PM,0.0,0.0,17.45,3.60,,,,,
689,03/26/13 02:34:20 PM,0.0,0.0,17.36,3.60,,,,,
690,03/26/13 02:34:25 PM,0.0,0.0,17.46,3.60,,,,,
691,03/26/13 02:34:30 PM,0.0,0.0,17.54,3.60,,,,,
692,03/26/13 02:34:35 PM,0.0,0.0,17.52,3.60,,,,,
693,03/26/13 02:34:40 PM,0.0,0.0,17.49,3.60,,,,,
694,03/26/13 02:34:45 PM,0.0,0.0,17.39,3.60,,,,,
695,03/26/13 02:34:50 PM,0.0,0.0,17.35,3.60,,,,,
