"Plot Title: 10274764"
"#","Date Time, GMT+01:00","Low Range, μS/cm (LGR S/N: 10274764, SEN S/N: 10274764)","High Range, μS/cm (LGR S/N: 10274764, SEN S/N: 10274764)","Temp, °C (LGR S/N: 10274764, SEN S/N: 10274764)","Batt, V (LGR S/N: 10274764, SEN S/N: 10274764)","Coupler Detached (LGR S/N: 10274764)","Coupler Attached (LGR S/N: 10274764)","Host Connected (LGR S/N: 10274764)","Stopped (LGR S/N: 10274764)","End Of File (LGR S/N: 10274764)"
355,03/27/13 11:27:02 AM,0.0,0.0,26.64,3.60,,,,,
356,03/27/13 11:27:04 AM,0.0,0.0,26.62,3.60,,,,,
357,03/27/13 11:27:06 AM,0.0,0.0,26.63,3.60,,,,,
358,03/27/13 11:27:08 AM,0.0,0.0,26.62,3.60,,,,,
359,03/27/13 11:27:10 AM,0.0,0.0,26.62,3.60,,,,,
360,03/27/13 11:27:12 AM,0.0,0.0,26.62,3.60,,,,,
361,03/27/13 11:27:14 AM,0.0,0.0,26.62,3.60,,,,,
362,03/27/13 11:27:16 AM,0.0,0.0,26.63,3.60,,,,,
363,03/27/13 11:27:18 AM,0.0,0.0,26.63,3.60,,,,,
364,03/27/13 11:27:20 AM,0.0,0.0,26.62,3.60,,,,,
365,03/27/13 11:27:22 AM,0.0,0.0,26.62,3.60,,,,,
366,03/27/13 11:27:24 AM,0.0,0.0,26.62,3.60,,,,,
367,03/27/13 11:27:26 AM,0.0,0.0,26.62,3.60,,,,,
368,03/27/13 11:27:28 AM,0.0,0.0,26.62,3.60,,,,,
369,03/27/13 11:27:30 AM,0.0,0.0,26.62,3.60,,,,,
370,03/27/13 11:27:32 AM,0.0,0.0,26.60,3.60,,,,,
371,03/27/13 11:27:34 AM,0.0,0.0,26.60,3.60,,,,,
372,03/27/13 11:27:36 AM,0.0,0.0,26.60,3.60,,,,,
373,03/27/13 11:27:38 AM,0.0,0.0,26.60,3.60,,,,,
374,03/27/13 11:27:40 AM,0.0,0.0,26.60,3.60,,,,,
375,03/27/13 11:27:42 AM,0.0,0.0,26.60,3.60,,,,,
376,03/27/13 11:27:44 AM,0.0,0.0,26.60,3.60,,,,,
377,03/27/13 11:27:46 AM,0.0,0.0,26.59,3.60,,,,,
378,03/27/13 11:27:48 AM,0.0,0.0,26.59,3.60,,,,,
379,03/27/13 11:27:50 AM,0.0,0.0,26.59,3.60,,,,,
380,03/27/13 11:27:52 AM,0.0,0.0,26.59,3.60,,,,,
381,03/27/13 11:27:54 AM,0.0,0.0,26.59,3.60,,,,,
382,03/27/13 11:27:56 AM,0.0,0.0,26.59,3.60,,,,,
383,03/27/13 11:27:58 AM,0.0,0.0,26.57,3.60,,,,,
384,03/27/13 11:28:00 AM,0.0,0.0,26.57,3.60,,,,,
385,03/27/13 11:28:02 AM,0.0,0.0,26.57,3.60,,,,,
386,03/27/13 11:28:04 AM,0.0,0.0,26.53,3.60,,,,,
387,03/27/13 11:28:06 AM,0.0,0.0,26.53,3.60,,,,,
388,03/27/13 11:28:08 AM,0.0,0.0,26.55,3.60,,,,,
389,03/27/13 11:28:10 AM,0.0,0.0,26.53,3.60,,,,,
390,03/27/13 11:28:12 AM,0.0,0.0,26.53,3.60,,,,,
391,03/27/13 11:28:14 AM,0.0,0.0,26.53,3.60,,,,,
392,03/27/13 11:28:16 AM,0.0,0.0,26.53,3.60,,,,,
393,03/27/13 11:28:18 AM,0.0,0.0,26.53,3.60,,,,,
394,03/27/13 11:28:20 AM,0.0,0.0,26.53,3.60,,,,,
395,03/27/13 11:28:22 AM,0.0,0.0,26.53,3.60,,,,,
396,03/27/13 11:28:24 AM,0.0,0.0,26.52,3.60,,,,,
397,03/27/13 11:28:26 AM,0.0,0.0,26.52,3.60,,,,,
398,03/27/13 11:28:28 AM,0.0,0.0,26.52,3.60,,,,,
399,03/27/13 11:28:30 AM,0.0,0.0,26.52,3.60,,,,,
400,03/27/13 11:28:32 AM,0.0,0.0,26.52,3.60,,,,,
401,03/27/13 11:28:34 AM,0.0,0.0,26.50,3.60,,,,,
402,03/27/13 11:28:36 AM,0.0,0.0,26.46,3.60,,,,,
403,03/27/13 11:28:38 AM,0.0,0.0,26.46,3.60,,,,,
404,03/27/13 11:28:40 AM,0.0,0.0,26.46,3.60,,,,,
405,03/27/13 11:28:42 AM,0.0,0.0,26.46,3.60,,,,,
406,03/27/13 11:28:44 AM,0.0,0.0,26.46,3.60,,,,,
407,03/27/13 11:28:46 AM,0.0,0.0,26.46,3.60,,,,,
408,03/27/13 11:28:48 AM,0.0,0.0,26.46,3.60,,,,,
409,03/27/13 11:28:50 AM,0.0,0.0,26.46,3.60,,,,,
410,03/27/13 11:28:52 AM,0.0,0.0,26.45,3.60,,,,,
411,03/27/13 11:28:54 AM,0.0,0.0,26.45,3.60,,,,,
412,03/27/13 11:28:56 AM,0.0,0.0,26.45,3.60,,,,,
413,03/27/13 11:28:58 AM,0.0,0.0,26.45,3.60,,,,,
414,03/27/13 11:29:00 AM,0.0,0.0,26.45,3.60,,,,,
415,03/27/13 11:29:02 AM,0.0,0.0,26.45,3.60,,,,,
416,03/27/13 11:29:04 AM,0.0,0.0,26.45,3.60,,,,,
417,03/27/13 11:29:06 AM,0.0,0.0,26.45,3.60,,,,,
418,03/27/13 11:29:08 AM,0.0,0.0,26.45,3.60,,,,,
419,03/27/13 11:29:10 AM,0.0,0.0,26.45,3.60,,,,,
420,03/27/13 11:29:12 AM,0.0,0.0,26.43,3.60,,,,,
421,03/27/13 11:29:14 AM,0.0,0.0,26.43,3.60,,,,,
422,03/27/13 11:29:16 AM,0.0,0.0,26.43,3.60,,,,,
423,03/27/13 11:29:18 AM,0.0,0.0,26.43,3.60,,,,,
424,03/27/13 11:29:20 AM,0.0,0.0,26.42,3.60,,,,,
425,03/27/13 11:29:22 AM,0.0,0.0,26.42,3.60,,,,,
426,03/27/13 11:29:24 AM,0.0,0.0,26.41,3.60,,,,,
427,03/27/13 11:29:26 AM,0.0,0.0,26.41,3.60,,,,,
428,03/27/13 11:29:28 AM,0.0,0.0,26.41,3.60,,,,,
429,03/27/13 11:29:30 AM,0.0,0.0,26.41,3.60,,,,,
430,03/27/13 11:29:32 AM,0.0,0.0,26.38,3.60,,,,,
431,03/27/13 11:29:34 AM,0.0,0.0,26.38,3.60,,,,,
432,03/27/13 11:29:36 AM,0.0,0.0,26.38,3.60,,,,,
433,03/27/13 11:29:38 AM,0.0,0.0,26.38,3.60,,,,,
434,03/27/13 11:29:40 AM,0.0,0.0,26.38,3.60,,,,,
435,03/27/13 11:29:42 AM,0.0,0.0,26.36,3.60,,,,,
436,03/27/13 11:29:44 AM,0.0,0.0,26.36,3.60,,,,,
437,03/27/13 11:29:46 AM,0.0,0.0,26.36,3.60,,,,,
438,03/27/13 11:29:48 AM,0.0,0.0,26.36,3.60,,,,,
439,03/27/13 11:29:50 AM,0.0,0.0,26.36,3.60,,,,,
440,03/27/13 11:29:52 AM,0.0,0.0,26.35,3.60,,,,,
441,03/27/13 11:29:54 AM,0.0,0.0,26.35,3.60,,,,,
442,03/27/13 11:29:56 AM,0.0,0.0,26.35,3.60,,,,,
443,03/27/13 11:29:58 AM,0.0,0.0,26.35,3.60,,,,,
444,03/27/13 11:30:00 AM,0.0,0.0,26.35,3.60,,,,,
445,03/27/13 11:30:02 AM,0.0,0.0,26.35,3.60,,,,,
446,03/27/13 11:30:04 AM,0.0,0.0,26.35,3.60,,,,,
447,03/27/13 11:30:06 AM,0.0,0.0,26.35,3.60,,,,,
448,03/27/13 11:30:08 AM,0.0,0.0,26.34,3.60,,,,,
449,03/27/13 11:30:10 AM,0.0,0.0,26.34,3.60,,,,,
450,03/27/13 11:30:12 AM,0.0,0.0,26.34,3.60,,,,,
451,03/27/13 11:30:14 AM,0.0,0.0,26.34,3.60,,,,,
452,03/27/13 11:30:16 AM,0.0,0.0,26.34,3.60,,,,,
453,03/27/13 11:30:18 AM,0.0,0.0,26.32,3.60,,,,,
454,03/27/13 11:30:20 AM,0.0,0.0,26.32,3.60,,,,,
455,03/27/13 11:30:22 AM,0.0,0.0,26.35,3.60,,,,,
456,03/27/13 11:30:24 AM,0.0,0.0,26.35,3.60,,,,,
457,03/27/13 11:30:26 AM,0.0,0.0,26.35,3.60,,,,,
458,03/27/13 11:30:28 AM,0.0,0.0,26.35,3.60,,,,,
459,03/27/13 11:30:30 AM,0.0,0.0,26.34,3.60,,,,,
460,03/27/13 11:30:32 AM,0.0,0.0,26.34,3.60,,,,,
461,03/27/13 11:30:34 AM,0.0,0.0,26.32,3.60,,,,,
462,03/27/13 11:30:36 AM,0.0,0.0,26.31,3.60,,,,,
463,03/27/13 11:30:38 AM,0.0,0.0,26.31,3.60,,,,,
464,03/27/13 11:30:40 AM,0.0,0.0,26.29,3.60,,,,,
465,03/27/13 11:30:42 AM,0.0,0.0,26.27,3.60,,,,,
466,03/27/13 11:30:44 AM,0.0,0.0,26.25,3.60,,,,,
467,03/27/13 11:30:46 AM,0.0,0.0,26.22,3.60,,,,,
468,03/27/13 11:30:48 AM,0.0,0.0,26.20,3.60,,,,,
469,03/27/13 11:30:50 AM,0.0,0.0,26.17,3.60,,,,,
470,03/27/13 11:30:52 AM,0.0,0.0,26.15,3.60,,,,,
471,03/27/13 11:30:54 AM,0.0,0.0,26.11,3.60,,,,,
472,03/27/13 11:30:56 AM,0.0,0.0,26.10,3.60,,,,,
473,03/27/13 11:30:58 AM,0.0,0.0,26.06,3.60,,,,,
474,03/27/13 11:31:00 AM,0.0,0.0,26.03,3.60,,,,,
475,03/27/13 11:31:02 AM,0.0,0.0,26.00,3.60,,,,,
476,03/27/13 11:31:04 AM,0.0,0.0,26.00,3.60,,,,,
477,03/27/13 11:31:06 AM,0.0,0.0,25.97,3.60,,,,,
478,03/27/13 11:31:08 AM,0.0,0.0,25.97,3.60,,,,,
479,03/27/13 11:31:10 AM,0.0,0.0,25.97,3.60,,,,,
480,03/27/13 11:31:12 AM,0.0,0.0,25.96,3.58,,,,,
481,03/27/13 11:31:14 AM,0.0,0.0,25.96,3.60,,,,,
482,03/27/13 11:31:16 AM,0.0,0.0,25.94,3.60,,,,,
483,03/27/13 11:31:18 AM,0.0,0.0,25.94,3.60,,,,,
484,03/27/13 11:31:20 AM,0.0,0.0,25.93,3.58,,,,,
485,03/27/13 11:31:22 AM,0.0,0.0,25.93,3.60,,,,,
486,03/27/13 11:31:24 AM,0.0,0.0,25.92,3.60,,,,,
487,03/27/13 11:31:26 AM,0.0,0.0,25.89,3.60,,,,,
488,03/27/13 11:31:28 AM,0.0,0.0,25.87,3.60,,,,,
489,03/27/13 11:31:30 AM,0.0,0.0,25.86,3.60,,,,,
490,03/27/13 11:31:32 AM,0.0,0.0,25.83,3.60,,,,,
491,03/27/13 11:31:34 AM,0.0,0.0,25.86,3.58,,,,,
492,03/27/13 11:31:36 AM,0.0,0.0,25.86,3.60,,,,,
493,03/27/13 11:31:38 AM,0.0,0.0,25.86,3.58,,,,,
494,03/27/13 11:31:40 AM,0.0,0.0,25.82,3.60,,,,,
495,03/27/13 11:31:42 AM,0.0,0.0,25.80,3.60,,,,,
496,03/27/13 11:31:44 AM,0.0,0.0,25.80,3.60,,,,,
497,03/27/13 11:31:46 AM,0.0,0.0,25.79,3.60,,,,,
498,03/27/13 11:31:48 AM,0.0,0.0,25.78,3.60,,,,,
499,03/27/13 11:31:50 AM,1418.3,1453.5,21.39,3.60,,,,,
500,03/27/13 11:31:52 AM,1214.7,1200.8,19.67,3.60,,,,,
501,03/27/13 11:31:54 AM,1171.4,1152.8,19.52,3.58,,,,,
502,03/27/13 11:31:56 AM,1183.6,1166.3,19.86,3.60,,,,,
503,03/27/13 11:31:58 AM,1185.3,1167.6,19.88,3.58,,,,,
504,03/27/13 11:32:00 AM,1182.5,1163.9,19.61,3.60,,,,,
505,03/27/13 11:32:02 AM,1170.9,1150.4,19.40,3.60,,,,,
506,03/27/13 11:32:04 AM,1169.7,1148.5,19.03,3.58,,,,,
507,03/27/13 11:32:06 AM,1150.9,1129.6,18.76,3.58,,,,,
508,03/27/13 11:32:08 AM,1147.0,1125.3,18.70,3.60,,,,,
509,03/27/13 11:32:10 AM,1143.7,1121.7,18.58,3.60,,,,,
510,03/27/13 11:32:12 AM,1144.8,1123.5,18.66,3.60,,,,,
511,03/27/13 11:32:14 AM,1149.2,1127.8,18.75,3.58,,,,,
512,03/27/13 11:32:16 AM,1144.8,1122.9,18.59,3.58,,,,,
513,03/27/13 11:32:18 AM,1142.6,1119.8,18.48,3.60,,,,,
514,03/27/13 11:32:20 AM,1145.9,1122.9,18.54,3.60,,,,,
515,03/27/13 11:32:22 AM,1146.5,1124.1,18.59,3.58,,,,,
516,03/27/13 11:32:24 AM,1144.8,1122.9,18.62,3.60,,,,,
517,03/27/13 11:32:26 AM,1144.3,1121.0,18.52,3.60,,,,,
518,03/27/13 11:32:28 AM,1144.8,1122.3,18.59,3.60,,,,,
519,03/27/13 11:32:30 AM,1143.2,1121.7,18.55,3.58,,,,,
520,03/27/13 11:32:32 AM,1141.5,1118.0,18.38,3.58,,,,,
521,03/27/13 11:32:34 AM,1142.0,1119.2,18.45,3.58,,,,,
522,03/27/13 11:32:36 AM,1142.6,1119.2,18.38,3.58,,,,,
523,03/27/13 11:32:38 AM,1142.6,1119.8,18.45,3.58,,,,,
524,03/27/13 11:32:40 AM,1145.4,1121.7,18.51,3.60,,,,,
525,03/27/13 11:32:42 AM,1143.2,1121.0,18.44,3.58,,,,,
526,03/27/13 11:32:44 AM,1142.6,1119.8,18.43,3.58,,,,,
527,03/27/13 11:32:46 AM,1140.9,1118.0,18.36,3.60,,,,,
528,03/27/13 11:32:48 AM,1142.0,1118.0,18.37,3.60,,,,,
529,03/27/13 11:32:50 AM,1142.6,1119.8,18.41,3.60,,,,,
530,03/27/13 11:32:52 AM,1142.6,1119.2,18.38,3.58,,,,,
531,03/27/13 11:32:54 AM,1143.2,1120.4,18.45,3.60,,,,,
532,03/27/13 11:32:56 AM,1141.5,1118.0,18.37,3.58,,,,,
533,03/27/13 11:32:58 AM,1141.5,1117.4,18.30,3.58,,,,,
534,03/27/13 11:33:00 AM,1143.7,1120.4,18.43,3.58,,,,,
535,03/27/13 11:33:02 AM,1142.6,1119.2,18.40,3.58,,,,,
536,03/27/13 11:33:04 AM,1140.4,1116.8,18.26,3.60,,,,,
537,03/27/13 11:33:06 AM,1141.5,1117.4,18.26,3.60,,,,,
538,03/27/13 11:33:08 AM,1140.9,1118.0,18.29,3.58,,,,,
539,03/27/13 11:33:10 AM,1141.5,1118.0,18.27,3.60,,,,,
540,03/27/13 11:33:12 AM,1142.6,1119.2,18.37,3.60,,,,,
541,03/27/13 11:33:14 AM,1142.0,1118.6,18.37,3.58,,,,,
542,03/27/13 11:33:16 AM,1140.9,1116.8,18.29,3.58,,,,,
543,03/27/13 11:33:18 AM,1141.5,1118.0,18.37,3.58,,,,,
544,03/27/13 11:33:20 AM,1140.4,1116.2,18.30,3.58,,,,,
545,03/27/13 11:33:22 AM,1140.9,1117.4,18.30,3.60,,,,,
546,03/27/13 11:33:24 AM,1140.4,1116.8,18.26,3.60,,,,,
547,03/27/13 11:33:26 AM,1141.5,1118.0,18.26,3.60,,,,,
548,03/27/13 11:33:28 AM,1139.8,1116.2,18.20,3.58,,,,,
549,03/27/13 11:33:30 AM,1140.9,1117.4,18.30,3.58,,,,,
550,03/27/13 11:33:32 AM,1142.0,1118.0,18.33,3.60,,,,,
551,03/27/13 11:33:34 AM,1142.0,1118.0,18.31,3.58,,,,,
552,03/27/13 11:33:36 AM,1140.9,1116.8,18.30,3.60,,,,,
553,03/27/13 11:33:38 AM,1142.0,1118.0,18.36,3.60,,,,,
554,03/27/13 11:33:40 AM,1140.9,1116.8,18.31,3.58,,,,,
555,03/27/13 11:33:42 AM,1140.4,1116.2,18.30,3.58,,,,,
556,03/27/13 11:33:44 AM,1140.4,1116.2,18.29,3.58,,,,,
557,03/27/13 11:33:46 AM,1139.8,1116.2,18.29,3.58,,,,,
558,03/27/13 11:33:48 AM,1139.8,1116.2,18.20,3.58,,,,,
559,03/27/13 11:33:50 AM,1140.4,1116.2,18.24,3.58,,,,,
560,03/27/13 11:33:52 AM,1140.4,1116.2,18.22,3.58,,,,,
561,03/27/13 11:33:54 AM,1140.4,1116.2,18.23,3.58,,,,,
562,03/27/13 11:33:56 AM,835.7,1036.9,18.23,3.58,,,,,
563,03/27/13 11:33:58 AM,228.6,245.0,18.40,3.60,,,,,
564,03/27/13 11:34:00 AM,229.1,245.4,18.52,3.58,,,,,
565,03/27/13 11:34:02 AM,230.1,245.8,18.63,3.58,,,,,
566,03/27/13 11:34:04 AM,232.2,247.5,18.72,3.58,,,,,
567,03/27/13 11:34:06 AM,232.2,247.5,18.79,3.58,,,,,
568,03/27/13 11:34:08 AM,231.7,247.9,18.86,3.60,,,,,
569,03/27/13 11:34:10 AM,232.2,247.9,18.93,3.58,,,,,
570,03/27/13 11:34:12 AM,233.2,247.9,18.97,3.58,,,,,
571,03/27/13 11:34:14 AM,233.2,248.8,19.03,3.58,,,,,
572,03/27/13 11:34:16 AM,232.7,247.9,19.07,3.58,,,,,
573,03/27/13 11:34:18 AM,235.3,250.9,19.08,3.58,,,,,
574,03/27/13 11:34:20 AM,236.3,250.9,19.11,3.58,,,,,
575,03/27/13 11:34:22 AM,235.8,250.9,19.14,3.58,,,,,
576,03/27/13 11:34:24 AM,235.8,250.9,19.18,3.58,,,,,
577,03/27/13 11:34:26 AM,236.3,250.9,19.19,3.58,,,,,
578,03/27/13 11:34:28 AM,236.3,251.3,19.22,3.58,,,,,
579,03/27/13 11:34:30 AM,236.3,251.3,19.24,3.58,,,,,
580,03/27/13 11:34:32 AM,236.3,250.9,19.26,3.58,,,,,
581,03/27/13 11:34:34 AM,236.3,251.3,19.28,3.58,,,,,
582,03/27/13 11:34:36 AM,236.3,251.3,19.29,3.58,,,,,
583,03/27/13 11:34:38 AM,236.3,251.3,19.29,3.58,,,,,
584,03/27/13 11:34:40 AM,236.3,251.3,19.31,3.58,,,,,
585,03/27/13 11:34:42 AM,236.9,251.3,19.32,3.58,,,,,
586,03/27/13 11:34:44 AM,237.4,251.3,19.32,3.58,,,,,
587,03/27/13 11:34:46 AM,237.9,251.7,19.33,3.60,,,,,
588,03/27/13 11:34:48 AM,236.9,251.3,19.33,3.58,,,,,
589,03/27/13 11:34:50 AM,238.4,252.6,19.33,3.58,,,,,
590,03/27/13 11:34:52 AM,238.9,253.8,19.33,3.58,,,,,
591,03/27/13 11:34:54 AM,238.4,253.0,19.35,3.58,,,,,
592,03/27/13 11:34:56 AM,237.9,252.1,19.35,3.58,,,,,
593,03/27/13 11:34:58 AM,237.9,251.7,19.35,3.58,,,,,
594,03/27/13 11:35:00 AM,237.9,252.1,19.35,3.58,,,,,
595,03/27/13 11:35:02 AM,238.9,253.0,19.35,3.58,,,,,
596,03/27/13 11:35:04 AM,237.9,252.1,19.36,3.58,,,,,
597,03/27/13 11:35:06 AM,237.9,251.7,19.38,3.58,,,,,
598,03/27/13 11:35:08 AM,236.3,251.3,19.36,3.58,,,,,
599,03/27/13 11:35:10 AM,236.9,251.7,19.36,3.58,,,,,
600,03/27/13 11:35:12 AM,237.4,251.7,19.36,3.58,,,,,
601,03/27/13 11:35:14 AM,237.9,252.6,19.36,3.58,,,,,
602,03/27/13 11:35:16 AM,237.9,252.1,19.36,3.58,,,,,
603,03/27/13 11:35:18 AM,237.9,252.6,19.38,3.58,,,,,
604,03/27/13 11:35:20 AM,237.9,252.1,19.38,3.58,,,,,
605,03/27/13 11:35:22 AM,237.9,252.6,19.39,3.58,,,,,
606,03/27/13 11:35:24 AM,238.4,253.0,19.39,3.58,,,,,
607,03/27/13 11:35:26 AM,238.4,253.0,19.40,3.58,,,,,
608,03/27/13 11:35:28 AM,238.4,252.6,19.40,3.58,,,,,
609,03/27/13 11:35:30 AM,237.9,253.0,19.39,3.58,,,,,
610,03/27/13 11:35:32 AM,237.9,252.1,19.39,3.58,,,,,
611,03/27/13 11:35:34 AM,237.9,252.6,19.39,3.58,,,,,
612,03/27/13 11:35:36 AM,238.4,252.6,19.39,3.58,,,,,
613,03/27/13 11:35:38 AM,238.4,252.6,19.39,3.58,,,,,
614,03/27/13 11:35:40 AM,237.9,252.1,19.39,3.58,,,,,
615,03/27/13 11:35:42 AM,237.4,252.1,19.39,3.58,,,,,
616,03/27/13 11:35:44 AM,237.4,251.3,19.38,3.58,,,,,
617,03/27/13 11:35:46 AM,237.4,251.7,19.38,3.58,,,,,
618,03/27/13 11:35:48 AM,237.4,251.7,19.38,3.58,,,,,
619,03/27/13 11:35:50 AM,235.8,251.3,19.38,3.58,,,,,
620,03/27/13 11:35:52 AM,236.9,251.7,19.38,3.58,,,,,
621,03/27/13 11:35:54 AM,237.4,251.7,19.36,3.58,,,,,
622,03/27/13 11:35:56 AM,236.9,250.9,19.36,3.58,,,,,
623,03/27/13 11:35:58 AM,236.3,251.3,19.36,3.58,,,,,
624,03/27/13 11:36:00 AM,236.9,251.7,19.36,3.58,,,,,
625,03/27/13 11:36:02 AM,237.4,251.3,19.36,3.58,,,,,
626,03/27/13 11:36:04 AM,236.3,251.3,19.38,3.58,,,,,
627,03/27/13 11:36:06 AM,236.3,251.3,19.39,3.58,,,,,
628,03/27/13 11:36:08 AM,235.8,250.5,19.36,3.58,,,,,
629,03/27/13 11:36:10 AM,235.3,250.5,19.33,3.58,,,,,
630,03/27/13 11:36:12 AM,235.3,250.0,19.33,3.58,,,,,
631,03/27/13 11:36:14 AM,235.3,250.0,19.35,3.58,,,,,
632,03/27/13 11:36:16 AM,235.8,250.0,19.35,3.58,,,,,
633,03/27/13 11:36:18 AM,235.8,250.0,19.39,3.58,,,,,
634,03/27/13 11:36:20 AM,235.3,250.5,19.39,3.58,,,,,
635,03/27/13 11:36:22 AM,235.8,250.5,19.42,3.58,,,,,
636,03/27/13 11:36:24 AM,235.8,250.5,19.42,3.58,,,,,
637,03/27/13 11:36:26 AM,235.8,250.5,19.45,3.58,,,,,
638,03/27/13 11:36:28 AM,235.8,250.5,19.45,3.58,,,,,
639,03/27/13 11:36:30 AM,235.8,250.5,19.47,3.58,,,,,
640,03/27/13 11:36:32 AM,235.8,250.5,19.47,3.58,,,,,
641,03/27/13 11:36:34 AM,235.8,250.5,19.47,3.58,,,,,
642,03/27/13 11:36:36 AM,236.3,252.6,19.47,3.58,,,,,
643,03/27/13 11:36:38 AM,238.4,251.3,19.46,3.58,,,,,
644,03/27/13 11:36:40 AM,238.4,252.6,19.45,3.58,,,,,
645,03/27/13 11:36:42 AM,238.4,253.0,19.46,3.58,,,,,
646,03/27/13 11:36:44 AM,238.4,253.0,19.49,3.58,,,,,
647,03/27/13 11:36:46 AM,238.4,252.6,19.47,3.58,,,,,
648,03/27/13 11:36:48 AM,238.4,252.6,19.49,3.58,,,,,
649,03/27/13 11:36:50 AM,238.4,253.0,19.50,3.58,,,,,
650,03/27/13 11:36:52 AM,238.4,252.6,19.50,3.58,,,,,
651,03/27/13 11:36:54 AM,238.4,253.0,19.50,3.58,,,,,
652,03/27/13 11:36:56 AM,238.4,252.6,19.49,3.58,,,,,
653,03/27/13 11:36:58 AM,238.4,252.6,19.47,3.58,,,,,
654,03/27/13 11:37:00 AM,238.4,252.1,19.50,3.58,,,,,
655,03/27/13 11:37:02 AM,237.9,252.6,19.50,3.58,,,,,
656,03/27/13 11:37:04 AM,237.9,252.6,19.49,3.58,,,,,
657,03/27/13 11:37:06 AM,237.9,252.1,19.49,3.58,,,,,
658,03/27/13 11:37:08 AM,237.9,252.6,19.50,3.58,,,,,
659,03/27/13 11:37:10 AM,237.9,252.6,19.47,3.58,,,,,
660,03/27/13 11:37:12 AM,237.9,252.6,19.47,3.58,,,,,
661,03/27/13 11:37:14 AM,237.9,252.6,19.50,3.58,,,,,
662,03/27/13 11:37:16 AM,237.9,252.6,19.52,3.58,,,,,
663,03/27/13 11:37:18 AM,237.9,252.6,19.53,3.58,,,,,
664,03/27/13 11:37:20 AM,237.9,252.6,19.52,3.58,,,,,
665,03/27/13 11:37:22 AM,237.9,252.1,19.50,3.58,,,,,
666,03/27/13 11:37:24 AM,237.9,252.1,19.50,3.58,,,,,
667,03/27/13 11:37:26 AM,237.9,252.1,19.53,3.58,,,,,
668,03/27/13 11:37:28 AM,237.9,252.1,19.53,3.58,,,,,
669,03/27/13 11:37:30 AM,237.9,251.7,19.52,3.58,,,,,
670,03/27/13 11:37:32 AM,237.4,252.1,19.52,3.58,,,,,
671,03/27/13 11:37:34 AM,237.4,251.7,19.50,3.58,,,,,
672,03/27/13 11:37:36 AM,237.4,251.7,19.50,3.58,,,,,
673,03/27/13 11:37:38 AM,237.4,251.7,19.50,3.58,,,,,
674,03/27/13 11:37:40 AM,237.4,251.7,19.50,3.58,,,,,
675,03/27/13 11:37:42 AM,237.4,251.7,19.50,3.58,,,,,
676,03/27/13 11:37:44 AM,237.4,251.7,19.53,3.58,,,,,
677,03/27/13 11:37:46 AM,237.4,251.7,19.53,3.58,,,,,
678,03/27/13 11:37:48 AM,237.4,251.7,19.53,3.58,,,,,
679,03/27/13 11:37:50 AM,237.9,251.7,19.57,3.58,,,,,
680,03/27/13 11:37:52 AM,237.4,251.7,19.57,3.58,,,,,
681,03/27/13 11:37:54 AM,237.4,251.7,19.54,3.58,,,,,
682,03/27/13 11:37:56 AM,237.4,251.7,19.53,3.58,,,,,
683,03/27/13 11:37:58 AM,237.4,251.3,19.52,3.58,,,,,
684,03/27/13 11:38:00 AM,236.9,251.3,19.47,3.58,,,,,
685,03/27/13 11:38:02 AM,236.9,251.3,19.49,3.58,,,,,
686,03/27/13 11:38:04 AM,236.3,250.9,19.43,3.58,,,,,
687,03/27/13 11:38:06 AM,236.9,250.9,19.45,3.58,,,,,
688,03/27/13 11:38:08 AM,236.9,251.3,19.49,3.58,,,,,
689,03/27/13 11:38:10 AM,236.9,251.3,19.53,3.58,,,,,
690,03/27/13 11:38:12 AM,236.9,250.9,19.49,3.58,,,,,
691,03/27/13 11:38:14 AM,236.3,250.9,19.50,3.58,,,,,
692,03/27/13 11:38:16 AM,236.9,251.3,19.53,3.58,,,,,
693,03/27/13 11:38:18 AM,236.9,251.3,19.53,3.58,,,,,
694,03/27/13 11:38:20 AM,236.9,250.9,19.53,3.58,,,,,
695,03/27/13 11:38:22 AM,236.3,251.3,19.52,3.58,,,,,
696,03/27/13 11:38:24 AM,235.3,249.6,19.53,3.58,,,,,
697,03/27/13 11:38:26 AM,233.8,248.8,19.56,3.58,,,,,
698,03/27/13 11:38:28 AM,236.9,251.3,19.57,3.58,,,,,
699,03/27/13 11:38:30 AM,236.9,251.3,19.63,3.58,,,,,
700,03/27/13 11:38:32 AM,237.4,251.7,19.66,3.58,,,,,
701,03/27/13 11:38:34 AM,237.4,251.7,19.68,3.58,,,,,
702,03/27/13 11:38:36 AM,236.3,251.7,19.68,3.58,,,,,
703,03/27/13 11:38:38 AM,237.4,251.7,19.70,3.58,,,,,
704,03/27/13 11:38:40 AM,237.9,252.1,19.72,3.58,,,,,
705,03/27/13 11:38:42 AM,237.9,251.7,19.74,3.58,,,,,
706,03/27/13 11:38:44 AM,237.9,252.1,19.78,3.58,,,,,
707,03/27/13 11:38:46 AM,237.9,252.1,19.79,3.58,,,,,
708,03/27/13 11:38:48 AM,237.9,252.1,19.79,3.58,,,,,
709,03/27/13 11:38:50 AM,237.9,252.6,19.81,3.58,,,,,
710,03/27/13 11:38:52 AM,237.4,252.1,19.81,3.58,,,,,
711,03/27/13 11:38:54 AM,237.9,252.6,19.84,3.58,,,,,
712,03/27/13 11:38:56 AM,237.9,252.6,19.85,3.58,,,,,
